report_number,categories,primary_category,confidence,ai_specific
3002808157-2021-98611,"D,G",D,high,False
2020563-2021-00005,"F,G",F,high,False
2183553-2021-00011,G,G,medium,False
2183553-2021-00012,"D,G",D,high,False
2183553-2021-00013,G,G,high,False
2183553-2021-00014,"F,G",F,high,False
3010949642-2021-00007,G,G,medium,False
3004754211-2021-06669,G,G,high,False
3002808157-2021-08510,"F,G",F,high,False
MW5106040,G,G,high,False
MW5106357,"B,C",B,high,False
3010949642-2022-00001,G,G,high,False
3003768277-2022-00010,"F,G",F,high,False
2183553-2022-00001,G,G,high,False
2183553-2022-00002,F,F,high,False
3002808157-2022-11404,"G,F",F,high,False
1528028-2022-00001,"B,G",B,high,True
3010949642-2022-00002,"D,G",D,high,False
13415128,F,F,high,False
3018423337-2022-00001,"D,G",D,high,False
MW5107141,"F,G",F,high,False
3002808157-2022-13798,"D,F,G",D,high,False
2183553-2022-00003,"D,G",D,high,False
2183553-2022-00004,"D,G",D,high,False
3010949642-2022-00003,F,F,high,False
1528028-2022-00010,"F,G",F,high,False
1528028-2022-00007,"B,G",B,medium,False
1528028-2022-00006,"F,G",F,high,False
1528028-2022-00015,"B,C,G",B,high,True
1528028-2022-00004,"C,G",C,high,False
1528028-2022-00002,"B,C,G",B,high,True
3002808157-2022-17748,"F,G",F,high,False
3010949642-2022-00004,"D,G",D,high,False
3002808157-2022-19297,G,G,high,False
2183553-2022-00005,"G,D",D,medium,False
3004754211-2022-20064,"F,G",F,high,False
3003768277-2022-00132,"G,F",F,high,False
1528028-2022-00016,"F,G",F,medium,False
3004754211-2022-22330,"F,G",F,high,False
3002808157-2022-22564,"F,G",F,high,False
3003768277-2022-00145,F,F,high,False
2183553-2022-00006,"D,G",D,high,False
3018423337-2022-00002,U,U,high,False
1056069-2022-00001,"F,G",F,high,False
MW5109332,D,D,high,False
3002808157-2022-25010,"D,G",D,high,False
3002808157-2022-23708,"F,D,G",F,high,False
2020563-2022-00003,"F,G",F,high,False
1528028-2022-00039,"D,G",D,medium,False
MW5109709,"D,E",D,high,False
1528028-2022-00038,G,G,medium,False
2183553-2022-00007,"D,G",D,high,False
1528028-2022-00041,"F,G",F,high,False
MW5110010,"F,G",F,high,False
3018423337-2022-00005,G,G,medium,False
3002808157-2022-29590,"F,G",F,high,False
3018423337-2022-00007,"F,G",F,high,False
2020563-2022-00004,"F,G",F,high,False
2183553-2022-00008,"D,G",D,high,False
MW5110443,F,F,high,False
2183553-2022-00009,"F,D,G",F,high,False
3002808157-2022-32083,G,G,high,False
1528028-2022-00048,"B,C",B,high,True
1528028-2022-00049,"F,G",F,high,False
3003768277-2022-00308,"F,G",F,high,False
3018423337-2022-00008,"B,D",B,high,True
3003768277-2022-00320,"D,G",D,high,False
2020563-2022-00005,"D,G",D,high,False
3002808157-2022-35431,"D,G",D,high,False
3002808157-2022-33725,"F,G",F,high,False
2183553-2022-00010,"D,G",D,high,False
3002808157-2022-33687,"F,G",F,high,False
2183553-2022-00011,"F,G",F,high,False
3003768277-2022-00405,"F,G",F,high,False
2183553-2022-00012,F,F,high,False
3004754211-2022-43844,"D,G",D,high,False
2183553-2022-00013,"D,G",D,high,False
MW5112067,"G,F",F,high,False
2020563-2022-00006,"D,G",D,high,False
1528028-2022-00060,"F,G",F,high,False
3003768277-2022-00454,"D,G",D,high,False
2183553-2022-00014,"G,D",D,high,False
3002808157-2022-48160,"F,G",F,high,False
3018423337-2022-00009,"F,G",F,high,False
3003768277-2022-00542,"D,G",D,high,False
3003768277-2022-00598,"G,D",D,high,False
3002808157-2022-49711,"D,G",D,high,False
2183553-2022-00015,"D,G",D,high,False
MW5112844,"F,G",F,high,False
3004754211-2022-51844,"F,G",F,high,False
2020563-2022-00007,"D,G",D,high,False
3003768277-2022-00930,"B,G",B,medium,True
3003768277-2022-01173,"F,G",F,high,False
3003768277-2022-01267,"F,G",F,high,False
3002808157-2022-53975,"D,G",D,high,False
3003768277-2022-01405,"G,F",F,high,False
3002808157-2022-56429,"F,G,D",F,high,False
3002808157-2022-54576,"D,G",D,high,False
3002808157-2022-54760,"F,G",F,high,False
2183553-2022-00016,"F,G",F,high,False
2183553-2022-00017,"D,G",D,high,False
9613445-2022-00008,G,G,medium,False
9613445-2022-00009,"F,G,D",F,high,False
1528028-2023-00001,"F,G",F,high,False
3018423337-2023-00001,"F,G,D",F,high,False
3002808157-2023-59487,G,G,high,False
3003768277-2023-00340,"F,G",F,high,False
3002808157-2023-60407,"D,G",D,high,False
1528028-2023-00002,"F,G",F,high,False
3003768277-2023-00617,F,F,high,False
3018423337-2023-00002,"D,F,G",D,high,False
3003768277-2023-00735,"D,G",D,high,False
3010949642-2023-00001,G,G,medium,False
MW5115436,"F,G",F,high,False
3003768277-2023-01462,"F,G",F,high,False
3003768277-2023-01611,"F,G",F,medium,False
3003768277-2023-01771,"D,G",D,high,False
3003768277-2023-01772,"D,G",D,high,False
3003768277-2023-01773,"D,G",D,high,False
3003768277-2023-01774,"D,G",D,high,False
3003768277-2023-01775,"D,G",D,high,False
3003768277-2023-01786,"F,G",F,high,False
1528028-2023-00003,"F,G",F,high,False
3003768277-2023-01801,E,E,high,False
3003768277-2023-01855,"D,G",D,high,False
2020563-2023-00001,"D,G",D,high,False
2183553-2023-00001,"D,G",D,high,False
3018423337-2023-00003,"F,G",F,high,False
MW5115950,"D,G",D,high,False
MW5116124,G,G,medium,False
MW5116755,"G,F",F,high,False
16775482,"F,G",F,high,False
3010949642-2023-00002,G,G,high,False
3010949642-2023-00003,"D,G",D,high,False
3003768277-2023-02589,G,G,high,False
3003768277-2023-02614,G,G,high,False
3003768277-2023-02617,G,G,medium,False
3003768277-2023-02635,"D,G",D,high,False
9613445-2023-00002,U,U,high,False
3018423337-2023-00004,"F,G,D",F,high,False
3002808157-2023-71003,"F,G",F,high,False
1528028-2023-00004,"F,G",F,high,False
3002808157-2023-72238,"D,G",D,medium,False
3010949642-2023-00004,G,G,high,False
3002808157-2023-72957,G,G,high,False
3003768277-2023-03122,"F,G",F,high,False
3003768277-2023-03134,"E,B,C",E,high,False
3003768277-2023-03299,"F,G",F,high,False
2020563-2023-00002,D,D,high,False
3003768277-2023-03362,E,E,high,False
1528028-2023-00005,"F,G",F,high,False
3002808157-2023-00001,G,G,high,False
3018423337-2023-00005,"F,G",F,high,False
3003768277-2023-03560,"F,G",F,high,False
17124606,B,B,high,False
3003768277-2023-03700,"D,G",D,high,False
3010949642-2023-00005,"D,G",D,high,False
3002808157-2023-00003,"D,G",D,high,False
3003768277-2023-03885,"F,G",F,high,False
2020563-2023-00004,"F,G",F,high,False
3003768277-2023-03981,"F,G",F,high,False
3002808157-2023-00004,"D,G",D,high,False
3018423337-2023-00006,"F,G",F,high,False
1528028-2023-00006,"F,G",F,high,False
2183553-2023-00002,"D,G",D,high,False
3003768277-2023-04263,"G,F",F,high,False
3002808157-2023-00005,U,U,high,False
3003768277-2023-04264,"F,G",F,high,False
3002808157-2023-00006,"G,U",U,medium,False
3002808157-2023-00007,"F,G",F,high,False
3002808157-2023-00008,"F,G",F,high,False
3018423337-2023-00007,"D,G",D,high,False
1528028-2023-00008,"F,G",F,high,False
MW5139293,"B,C",B,medium,False
3002808157-2023-00009,"D,G",D,high,False
1528028-2023-00009,"F,G",F,high,False
3018423337-2023-00008,"F,G",F,high,False
3003768277-2023-04585,"D,G",D,high,False
3003768277-2023-04632,"E,F",E,medium,False
3003768277-2023-04635,"D,G",D,high,False
3003768277-2023-04633,"D,G",D,high,False
MW5145078,"F,G",F,high,False
3002808157-2023-00010,G,G,high,False
MW5145673,"F,G",F,medium,False
9613445-2023-00004,U,U,high,False
2183553-2023-00003,G,G,high,False
MW5146336,G,G,medium,False
17860155,"F,E",F,high,False
3003768277-2023-05436,"F,G",F,high,False
3003768277-2023-05179,"F,E",F,high,False
3004754211-2023-00004,"D,G",D,high,False
3002808157-2023-00011,"F,G",F,high,False
MW5147005,"F,G",F,high,False
3010949642-2023-00006,"F,G,D",F,high,False
3003768277-2023-05724,"F,G",F,high,False
1528028-2023-00010,"G,D",D,medium,False
3002808157-2023-00012,"F,G",F,high,False
3002808157-2023-00013,"D,G",D,high,False
2183553-2023-00004,"D,G",D,high,False
MW5148091,"D,G",D,high,False
2183553-2023-00005,"F,G",F,high,False
2183553-2023-00006,"F,G",F,high,False
2183553-2023-00007,"D,G",D,high,False
3018423337-2023-00009,G,G,medium,False
3002808157-2023-00015,"F,G",F,medium,False
MW5148511,"F,G",F,high,False
MW5148517,"E,G",E,high,False
2183553-2023-00008,"D,G",D,medium,False
3003768277-2023-06713,F,F,high,False
3004754211-2023-00006,E,E,high,False
2183553-2023-00009,"F,D,G",F,high,False
2183553-2023-00010,"D,G",D,high,False
MW5149479,"F,G",F,high,False
3003768277-2023-07230,"F,G",F,high,False
1528028-2024-00001,"B,G",B,high,True
3003768277-2024-00081,"F,G",F,high,False
3003768277-2024-00138,"F,G",F,high,False
3018423337-2024-00001,"B,C",B,medium,True
2183553-2024-00001,"G,D",D,high,False
2183553-2024-00002,"D,G",D,high,False
1528028-2024-00004,"G,F",F,medium,False
3018423337-2024-00002,"F,G",F,high,False
1528028-2024-00002,"F,G",F,high,False
1528028-2024-00003,F,F,high,False
1528028-2024-00005,F,F,medium,False
3003768277-2024-01462,"G,D",D,high,False
3003768277-2024-01584,G,G,high,False
3018423337-2024-00003,"F,G",F,medium,False
1528028-2024-00006,"F,G",F,medium,False
3018423337-2024-00004,F,F,high,False
1528028-2024-00008,F,F,high,False
2183553-2024-00003,G,G,high,False
1528028-2024-00010,"F,G",F,high,False
3003768277-2024-02172,"D,G",D,high,False
2183553-2024-00004,"F,G,D",F,high,False
3018423337-2024-00005,"F,G",F,high,False
2183553-2024-00005,"F,G",F,high,False
2183553-2024-00006,"F,G,D",F,high,False
3003768277-2024-02442,"A,B,G",B,high,True
3003768277-2024-02443,"B,C,G",B,high,True
2183553-2024-00007,"F,G,D",F,high,False
1528028-2024-00011,F,F,medium,False
3010949642-2024-00001,"D,G",D,high,False
3010949642-2024-00002,"D,G",D,high,False
3010949642-2024-00003,G,G,medium,False
1528028-2024-00012,"F,G",F,medium,False
3018423337-2024-00006,"F,G",F,high,False
3003768277-2024-03428,"F,G",F,high,False
3003768277-2024-03426,G,G,high,False
3003768277-2024-03586,"F,G",F,high,False
3003768277-2024-03592,"G,F",F,high,False
MW5156937,"G,F",F,high,False
3003768277-2024-03725,"F,G",F,high,False
3003768277-2024-03947,"F,G",F,high,False
1528028-2024-00013,G,G,medium,False
2183553-2024-00008,"D,G",D,high,False
19972380,"E,G",E,high,False
3003768277-2024-04567,"F,G",F,high,False
3003768277-2024-04529,"B,C,E",B,high,True
3003768277-2024-04554,"F,G",F,high,False
3002808157-2024-00013,"D,G",D,high,False
3002808157-2024-00014,"G,D",D,medium,False
3003768277-2024-04785,"D,G",D,medium,False
2183553-2024-00009,"F,G",F,high,False
2183553-2024-00010,"D,G",D,high,False
2183553-2024-00011,"D,G",D,high,False
3002808157-2024-00015,"D,G",D,high,False
3010949642-2024-00004,"D,G",D,high,False
3003768277-2024-05197,"F,G",F,high,False
2183553-2024-00012,"F,G",F,high,False
2183553-2024-00013,"F,G",F,high,False
2183553-2024-00014,"F,G",F,high,False
MW5160411,"G,F",F,high,False
2183553-2024-00015,"D,G",D,high,False
3003768277-2024-05705,"F,G",F,high,False
3003768277-2024-05737,"D,G",D,high,False
MW5160786,G,G,high,False
2183553-2024-00016,"D,G",D,high,False
3003768277-2024-05834,"F,G",F,high,False
2020563-2024-00009,"D,G",D,high,False
2020563-2024-00008,"D,G",D,high,False
3003768277-2024-06123,G,G,high,False
3003768277-2024-06136,"F,G",F,high,False
3003768277-2024-06249,G,G,medium,False
3003768277-2024-06272,"F,G",F,high,False
MW5162176,G,G,high,False
3010949642-2024-00005,"D,G",D,high,False
3003768277-2024-06174,E,E,high,False
2183553-2024-00017,G,G,medium,False
3003768277-2024-06455,"F,G",F,high,False
2020563-2024-00010,"D,G",D,high,False
3010949642-2024-00006,"F,G",F,high,False
3003768277-2024-06471,"F,G",F,high,False
3003768277-2024-06473,"F,G",F,high,False
3003768277-2024-06475,"F,G",F,high,False
3003768277-2024-06487,F,F,high,False
3003768277-2024-06546,"F,G",F,high,False
3003768277-2024-06553,"F,G",F,high,False
2020563-2024-00011,"F,G",F,high,False
3003768277-2024-006817,"F,G",F,high,False
3003768277-2024-006853,G,G,medium,False
3003768277-2024-006854,"F,G",F,high,False
3003768277-2024-006855,"F,G",F,high,False
3003768277-2024-006885,"F,G",F,high,False
3003768277-2024-006949,"F,G",F,high,False
MW5163048,"G,F",F,high,False
3003768277-2024-006986,"F,G",F,high,False
3004754211-2024-00005,"D,G",D,high,False
2183553-2024-00018,"D,G",D,high,False
3010949642-2024-00007,"D,G",D,high,False
3003768277-2024-007156,"G,F",F,high,False
2183553-2024-00019,"G,D",D,medium,False
3003768277-2024-007184,"F,G",F,high,False
3010949642-2024-00008,G,G,high,False
2183553-2024-00020,"D,G",D,high,False
3003768277-2024-007287,"F,G",F,high,False
3003768277-2024-007313,"D,G",D,high,False
9613445-2024-00006,"D,G",D,high,False
3003768277-2024-007357,"F,G",F,high,False
3003768277-2024-007361,"D,G",D,high,False
3003768277-2024-007557,"F,G",F,high,False
3003768277-2024-007558,"F,G",F,high,False
3010949642-2025-00001,"D,G",D,high,False
MW5164356,"D,G",D,high,False
3003768277-2025-000156,"F,G",F,high,False
3003768277-2025-000182,"F,G",F,high,False
3003768277-2025-000299,"F,G",F,high,False
2183553-2025-00001,"G,D",D,medium,False
3003768277-2025-000463,"F,G",F,high,False
3003768277-2025-000470,"F,G",F,high,False
3003768277-2025-000482,"F,G",F,high,False
3003768277-2025-000490,"F,G",F,high,False
3003768277-2025-000492,"F,G",F,high,False
3003768277-2025-000494,"F,G",F,high,False
3003768277-2025-000497,"F,G",F,high,False
3003768277-2025-000515,"F,G",F,high,False
3003768277-2025-000517,"F,G",F,high,False
3003768277-2025-000533,"F,G",F,high,False
3003768277-2025-000535,"F,G",F,high,False
3003768277-2025-000543,"F,G",F,high,False
3003768277-2025-000558,"F,G",F,high,False
3003768277-2025-000571,"F,G",F,high,False
3003768277-2025-000569,"F,G",F,high,False
3003768277-2025-000632,G,G,high,False
3003768277-2025-000651,"F,G",F,high,False
3003768277-2025-000668,"F,G",F,high,False
3003768277-2025-000693,"F,G",F,high,False
3003768277-2025-000735,"F,G",F,high,False
3003768277-2025-000848,"F,G",F,high,False
3003768277-2025-000894,"F,G",F,high,False
3003768277-2025-000898,"F,G",F,high,False
3003768277-2025-000895,"F,G",F,high,False
3003768277-2025-000916,"F,G",F,high,False
3003768277-2025-000900,"F,G",F,high,False
3003768277-2025-000909,"F,G",F,high,False
3003768277-2025-000912,"F,G",F,high,False
3003768277-2025-000914,"F,G",F,high,False
3003768277-2025-000897,"F,G",F,high,False
3003768277-2025-000896,"F,G",F,high,False
3003768277-2025-000902,"F,G",F,high,False
3003768277-2025-000908,"F,G",F,high,False
3003768277-2025-000929,"F,G",F,high,False
3003768277-2025-000933,"F,G",F,high,False
3003768277-2025-000946,"F,G",F,high,False
3003768277-2025-000921,"F,G",F,high,False
3003768277-2025-000922,"F,G",F,high,False
3003768277-2025-000954,"F,G",F,high,False
3003768277-2025-000955,"F,G",F,high,False
3003768277-2025-000957,"F,G",F,high,False
3003768277-2025-000961,"F,G",F,high,False
3003768277-2025-000982,"F,G",F,high,False
3003768277-2025-000983,"F,G",F,high,False
3003768277-2025-000989,"F,G",F,high,False
3003768277-2025-000988,"F,G",F,high,False
3003768277-2025-000998,"F,G",F,high,False
3003768277-2025-001008,"F,G",F,high,False
3003768277-2025-000977,"F,G",F,high,False
3003768277-2025-001000,"F,G",F,high,False
3003768277-2025-001009,"F,G",F,high,False
3003768277-2025-001002,"F,G",F,high,False
3003768277-2025-001046,"F,G",F,high,False
3003768277-2025-001048,"F,G",F,high,False
3003768277-2025-001045,"F,G",F,high,False
1000513161-2025-00005,"F,G",F,high,False
2183553-2025-00002,"D,G",D,high,False
3003768277-2025-001201,"F,G",F,high,False
3003768277-2025-001204,"F,G",F,high,False
3003768277-2025-001203,"F,G",F,high,False
3003768277-2025-001202,"F,G",F,high,False
3003768277-2025-001254,"F,G",F,high,False
3003768277-2025-001252,"F,G",F,high,False
3003768277-2025-001259,"F,G",F,high,False
3003768277-2025-001265,"F,G",F,high,False
3003768277-2025-001276,"F,G",F,high,False
3003768277-2025-001282,"F,G",F,high,False
3003768277-2025-001323,"F,G",F,high,False
3003768277-2025-001258,"F,G",F,high,False
1000513161-2025-00004,"F,G",F,high,False
3003768277-2025-001545,"F,G",F,high,False
3003768277-2025-001588,"F,G",F,high,False
3003768277-2025-001547,"F,G",F,high,False
3003768277-2025-001632,"F,G",F,high,False
3003768277-2025-001739,"F,G",F,high,False
3003768277-2025-001748,"F,G",F,high,False
3003768277-2025-001766,"F,G",F,high,False
MW5166664,G,G,high,False
3018423337-2025-00001,"F,G",F,high,False
3003768277-2025-001976,"F,G",F,high,False
3010949642-2025-00002,"D,G",D,high,False
MW5166843,"F,G",F,high,False
MW5166844,"F,G",F,high,False
MW5166845,"F,G",F,high,False
3003768277-2025-002107,"F,G",F,high,False
3003768277-2025-002100,"F,G",F,high,False
3018423337-2025-00002,"F,G",F,high,False
3003768277-2025-002228,"F,G",F,high,False
3003768277-2025-002245,"F,G",F,high,False
3003768277-2025-002409,"F,G",F,high,False
3003768277-2025-002411,"F,G",F,high,False
3003768277-2025-002408,"F,G",F,high,False
3003768277-2025-000903,"F,G",F,high,False
3003768277-2025-000967,"F,G",F,high,False
3003768277-2025-000968,"F,G",F,high,False
3003768277-2025-000969,"F,G",F,high,False
3003768277-2025-000966,"F,G",F,high,False
3003768277-2025-002561,F,F,high,False
3003768277-2025-002636,"D,G",D,high,False
3003768277-2025-002660,"F,G",F,high,False
3003768277-2025-002689,"F,G",F,high,False
2183553-2025-00003,G,G,high,False
MW5167945,"G,F",F,medium,False
2183553-2025-00004,G,G,medium,False
3003768277-2025-002700,"F,G",F,high,False
3003768277-2025-002726,"F,G",F,high,False
3003768277-2025-002827,"F,G",F,high,False
3018423337-2025-00003,"F,G",F,high,False
2183553-2025-00005,"D,G",D,high,False
3003768277-2025-002914,"F,G",F,high,False
3003768277-2025-003066,"F,G",F,high,False
3003768277-2025-003068,"F,G",F,high,False
3003768277-2025-003197,"F,G",F,high,False
2020563-2025-00003,"D,G",D,high,False
3003768277-2025-003767,"F,G",F,high,False
3003768277-2025-003791,"F,G",F,high,False
3003768277-2025-004123,"D,G",D,high,False
3003768277-2025-004136,"F,G",F,high,False
3003768277-2025-004137,"F,G",F,high,False
3003768277-2025-004170,"F,G",F,high,False
3003768277-2025-004172,"F,G",F,high,False
3003768277-2025-004196,"F,G",F,high,False
3003768277-2025-004202,"F,G",F,high,False
3003768277-2025-004237,"F,G",F,high,False
3003768277-2025-004228,"F,G",F,high,False
3003768277-2025-004235,"F,G",F,high,False
3003768277-2025-004232,"F,G",F,high,False
3003768277-2025-004247,"D,G",D,high,False
3003768277-2025-004244,"F,G",F,high,False
3003768277-2025-004243,"F,G",F,high,False
2020563-2025-00004,"D,G",D,high,False
3003768277-2025-004342,"D,G",D,high,False
2183553-2025-00006,"F,G",F,high,False
3003768277-2025-004392,"F,G",F,high,False
3003768277-2025-004520,"F,G",F,high,False
3003768277-2025-004541,"F,G",F,high,False
3003768277-2025-004568,"F,G",F,high,False
3003768277-2025-004580,"F,G",F,high,False
3010949642-2025-00003,"F,G",F,high,False
3003768277-2025-004773,"D,G",D,high,False
2183553-2025-00007,"D,G",D,high,False
1000513161-2025-00019,G,G,high,False
3003768277-2025-005157,"F,G",F,high,False
3003768277-2025-005158,"F,G",F,high,False
3003768277-2025-005163,"F,G",F,high,False
3018423337-2025-00004,G,G,high,False
2183553-2025-00008,"D,G",D,high,False
3003768277-2025-005345,"F,G",F,high,False
3003768277-2025-005346,"F,G",F,high,False
2183553-2025-00009,"D,G",D,high,False
3003768277-2025-005615,"F,G",F,high,False
3003768277-2025-005614,"F,G",F,high,False
3003768277-2025-005616,"F,G",F,high,False
3003768277-2025-005620,"F,G",F,high,False
3003768277-2025-005622,"F,G",F,high,False
3003768277-2025-005588,"F,G",F,high,False
3003768277-2025-005625,"F,G",F,high,False
3003768277-2025-005633,"D,G",D,high,False
3003768277-2025-005591,"F,G",F,high,False
